No,ID,Depth_m,qc_MPa,fs_kPa,u_kPa,Other,qt_MPa,Rf_p,SBT,Ic,gamma_kNm3,sv_kPa,u0_kPa,du_kPa,slv0_kPa,Qt1,Fr_p,Bq,SBTn,n,Cn,Icn,Qtn,U2,IB,MSBTn,KG,EST
146,2,17.68,9.19,49,171,0,9.42,0.53,6,1.78,19,335.92,168.54,2.46,167.38,54.27,0.55,0,6,0.67,0.71,1.92,64.48,0.06,70.43,7,240.2128837,0
147,2,17.7,9.18,50,168,0,9.42,0.54,6,1.78,19,336.3,168.73,-0.73,167.57,54.23,0.56,0,6,0.67,0.71,1.92,64.43,0.06,70.28,7,240.0731682,0
148,2,17.81,8.96,53,172,0,9.79,0.54,6,1.76,19,338.39,169.81,2.19,168.58,56.05,0.56,0,6,0.66,0.71,1.91,66.9,0.06,71.66,7,243.8356004,0
149,2,17.87,9.1,52,172,0,9.88,0.54,6,1.76,19,339.53,170.4,1.6,169.13,56.42,0.56,0,6,0.66,0.71,1.91,67.42,0.06,71.73,7,245.2556869,0
150,2,18.21,5.09,51,168,0,6.01,1.08,5,2.11,19,345.99,173.74,-5.74,172.25,32.89,1.15,0.02,5,0.81,0.64,2.3,36.43,0.53,41.51,7,253.2922511,0
151,2,18.51,2.51,24,762,0,2.17,2.8,4,2.71,19,351.69,176.68,585.32,175.01,10.4,3.34,0.18,3,1,0.57,3.01,10.4,1.88,19.47,2,243.1098357,0
152,2,18.61,1.86,80,255,0,2.2,2.5,4,2.68,19,353.59,177.66,77.34,175.93,10.48,2.98,0.16,3,1,0.57,2.98,10.48,1.67,20.23,2,235.3956794,0
153,2,18.74,1.82,62,227,0,2.09,2.86,4,2.73,19,356.06,178.93,48.07,177.13,9.79,3.45,0.1,3,1,0.56,3.04,9.79,0.97,19.07,2,241.3317955,0
154,2,18.81,1.65,46,449,0,1.98,3.02,4,2.76,19,357.39,179.62,269.38,177.77,9.13,3.69,0.1,3,1,0.56,3.08,9.13,0.87,18.46,2,240.9243014,0
155,2,19,1.72,41,326,0,1.85,2.34,4,2.72,19,361,181.49,144.51,179.51,8.31,2.91,0.13,3,1,0.56,3.06,8.31,1.08,19.44,2,218.8911954,0
156,2,19.46,1.13,20,498,0,1.51,1.51,4,2.69,19,369.74,186,312,183.74,6.22,2,0.31,3,1,0.54,3.08,6.22,1.91,19.68,1,180.663456,0
157,2,19.77,1.62,36,401,0,1.66,1.66,4,2.68,19,375.63,189.04,211.96,186.59,6.9,2.14,0.19,3,1,0.54,3.05,6.9,1.32,19.93,2,188.0028112,0
158,2,19.85,1.5,36,453,0,1.62,1.74,4,2.7,19,377.15,189.82,263.18,187.33,6.62,2.27,0.19,3,1,0.53,3.08,6.62,1.25,19.55,2,189.3088936,0
159,2,20.14,1.06,18,480,0,1.77,1.27,4,2.59,19,382.66,192.67,287.33,189.99,7.29,1.62,0.14,3,1,0.53,2.97,7.29,1.02,21.13,1,177.0407218,0
160,2,20.26,2.36,23,203,0,2.15,1.04,5,2.47,19,384.94,193.85,9.15,191.09,9.23,1.27,0.07,4,1,0.52,2.83,9.23,0.66,23.54,1,176.9818787,0
161,2,20.32,2.93,28,85,0,2.49,0.91,5,2.39,19,386.08,194.43,-109.43,191.65,10.97,1.07,0.04,4,0.99,0.53,2.73,11.07,0.44,25.73,4,178.7056325,0
162,2,20.72,4.34,60,22,0,5.09,1.05,5,2.16,19,393.68,198.36,-176.36,195.32,24.06,1.14,-0.02,5,0.87,0.56,2.42,26.29,-0.39,36.32,6,230.8715745,0
163,2,21.06,5.94,72,201,0,6.77,1.06,5,2.06,19,400.14,201.69,-0.69,198.45,32.09,1.13,0,5,0.82,0.57,2.3,36.2,0.02,41.66,7,252.0919358,0
164,2,21.1,6.33,71,200,0,6.88,1.06,5,2.06,19,400.9,202.09,-2.09,198.81,32.61,1.13,0,5,0.82,0.57,2.29,36.87,0.03,42.04,7,252.3668916,0
165,2,21.36,6.5,61,205,0,6.69,0.92,6,2.03,19,405.84,204.64,0.36,201.2,31.23,0.97,0,5,0.81,0.57,2.27,35.54,0.04,43.52,6,239.3677254,0
166,2,21.77,5.89,49,210,0,6.09,0.81,6,2.03,19,413.63,208.66,1.34,204.97,27.68,0.87,0,5,0.82,0.55,2.29,31.41,0.06,42.6,6,223.7837141,0
167,2,21.85,5.82,51,209,0,6.42,0.77,6,2,19,415.15,209.44,-0.44,205.71,29.19,0.82,0,5,0.81,0.56,2.25,33.45,0.06,44.54,6,223.0101433,0
168,2,21.95,6.15,44,213,0,6.95,0.73,6,1.96,19,417.05,210.42,2.58,206.63,31.64,0.78,0,5,0.79,0.56,2.21,36.75,0.05,47.42,6,227.4943069,0
169,2,22.07,7.95,49,212,0,7.69,0.71,6,1.92,19,419.33,211.6,0.4,207.73,35.02,0.75,0,5,0.77,0.57,2.15,41.29,0.06,50.76,6,230.0971224,0
170,2,22.46,8.02,63,214,0,6.7,1.02,5,2.06,19,426.74,215.43,-1.43,211.31,29.71,1.09,0,5,0.84,0.53,2.32,33.54,0.05,40.87,6,244.1742256,0
171,2,22.47,7.86,62,215,0,6.47,1.07,5,2.08,19,426.93,215.53,-0.53,211.4,28.59,1.15,0,5,0.85,0.53,2.35,32,0.06,39.34,6,244.8443062,0
172,2,22.66,1.59,87,477,0,2.42,3.04,4,2.7,19,430.54,217.39,259.61,213.15,9.32,3.7,0.11,3,1,0.47,3.07,9.32,1,18.49,2,241.5958442,0
173,2,22.69,1.32,79,594,0,2.21,3.18,4,2.74,19,431.11,217.68,376.32,213.43,8.35,3.96,0.13,3,1,0.47,3.13,8.35,1.07,17.81,2,240.0448439,0
174,2,22.91,1.35,27,573,0,1.61,1.68,4,2.69,19,435.29,219.84,353.16,215.45,5.44,2.31,0.29,3,1,0.46,3.16,5.44,1.57,18.7,2,180.811771,0
175,2,22.99,1.32,23,547,0,1.5,1.74,4,2.72,19,436.81,220.63,326.37,216.18,4.92,2.46,0.37,3,1,0.46,3.21,4.92,1.8,18.17,2,178.6493138,0
176,2,23.07,1.27,24,622,0,1.45,1.73,4,2.73,19,438.33,221.41,400.59,216.92,4.68,2.48,0.39,3,1,0.46,3.23,4.68,1.83,17.99,2,176.4866725,0
177,2,23.19,1.22,21,651,0,1.41,1.58,4,2.72,19,440.61,222.59,428.41,218.02,4.44,2.3,0.44,3,1,0.46,3.23,4.44,1.94,18.01,2,169.6542536,0
178,2,23.29,1.2,17,636,0,1.5,1.39,4,2.67,19,442.51,223.57,412.43,218.94,4.81,1.97,0.37,3,1,0.46,3.17,4.81,1.77,18.63,1,166.969187,0
179,2,23.51,2.43,25,342,0,3.92,0.82,5,2.2,19,446.69,225.73,116.27,220.96,15.74,0.92,0.03,5,0.93,0.48,2.54,16.64,0.51,31.21,4,190.7183658,0
180,2,23.69,7.88,58,198,0,7.04,0.81,6,1.98,19,450.11,227.49,-29.49,222.62,29.61,0.86,-0.01,5,0.82,0.52,2.26,34.17,-0.17,44.37,6,229.4886755,0
181,2,23.76,8.18,64,216,0,7.74,0.83,6,1.95,19,451.44,228.18,-12.18,223.26,32.66,0.89,-0.01,5,0.81,0.52,2.22,38.11,-0.22,46.35,6,236.7591308,0
182,2,24.57,1.22,21,271,0,1.44,1.36,4,2.68,19,466.83,236.13,34.87,230.7,4.22,2.01,0.23,3,1,0.43,3.23,4.22,0.98,18.12,2,163.3096558,0
183,2,24.63,0.96,20,455,0,1.33,1.34,4,2.71,19,467.97,236.72,218.28,231.25,3.71,2.08,0.3,3,1,0.43,3.28,3.71,1.12,17.64,2,157.96394,0
184,2,24.65,0.92,18,471,0,1.33,1.31,4,2.7,19,468.35,236.91,234.09,231.44,3.74,2.02,0.3,3,1,0.43,3.27,3.74,1.11,17.71,2,156.9210578,0
185,2,24.77,1.08,13,505,0,1.36,1.19,4,2.68,19,470.63,238.09,266.91,232.54,3.81,1.82,0.32,3,1,0.43,3.25,3.81,1.21,17.95,1,155.1390962,0
186,2,24.82,1.1,11,648,0,1.39,1.13,4,2.66,19,471.58,238.58,409.42,233,3.96,1.7,0.33,3,1,0.43,3.22,3.96,1.31,18.19,1,153.7442615,0
187,2,24.99,1.36,13,574,0,1.6,1.11,4,2.6,19,474.81,240.25,333.75,234.56,4.8,1.59,0.26,3,1,0.43,3.13,4.8,1.23,19.07,1,158.4741581,0
188,2,25.39,1.46,22,712,0,1.64,1.6,4,2.67,19,482.41,244.17,467.83,238.24,4.84,2.27,0.32,3,1,0.42,3.2,4.84,1.56,18.32,2,174.2454902,0
189,2,25.59,1.92,34,424,0,1.9,1.76,4,2.64,19,486.21,246.13,177.87,240.08,5.88,2.37,0.19,3,1,0.42,3.14,5.88,1.14,18.92,2,186.8790079,0
190,2,25.93,1.72,40,629,0,2.01,2.01,4,2.65,19,492.67,249.47,379.53,243.2,6.23,2.66,0.19,3,1,0.41,3.14,6.23,1.18,18.75,2,195.1612361,0
191,2,26.33,1.47,26,670,0,1.78,1.63,4,2.65,19,500.27,253.39,416.61,246.88,5.17,2.27,0.33,3,1,0.41,3.18,5.17,1.69,18.55,2,178.5029643,0
192,2,26.35,1.43,26,670,0,1.76,1.59,4,2.65,19,500.65,253.59,416.41,247.06,5.09,2.23,0.33,3,1,0.4,3.18,5.09,1.68,18.56,2,176.4273301,0
193,2,26.46,1.41,19,711,0,1.59,1.41,4,2.65,19,502.74,254.67,456.33,248.07,4.39,2.07,0.41,3,1,0.4,3.22,4.39,1.8,18.2,2,166.102403,0
194,2,26.51,1.37,18,724,0,1.57,1.34,4,2.65,19,503.69,255.16,468.84,248.53,4.27,1.98,0.43,3,1,0.4,3.22,4.27,1.83,18.19,1,162.6853446,0
195,2,27.06,4.27,111,616,0,2.64,3.99,4,2.74,19,514.14,260.55,355.45,253.59,8.4,4.95,0.16,3,1,0.39,3.19,8.4,1.33,16.49,2,260.1578829,0
196,2,27.19,1.75,203,167,0,2.61,4.32,3,2.77,19,516.61,261.83,-94.83,254.78,8.23,5.39,0.16,3,1,0.39,3.21,8.23,1.34,15.94,2,262.7709806,0
197,2,27.22,1.29,173,360,0,2.62,4.34,3,2.77,19,517.18,262.12,97.88,255.06,8.25,5.4,0.17,3,1,0.39,3.21,8.25,1.37,15.93,2,263.2497617,0
198,2,27.37,1.35,30,701,0,2.96,3.9,4,2.7,19,520.03,263.59,437.41,256.44,9.52,4.73,0.16,3,1,0.39,3.13,9.52,1.55,16.97,2,264.8532073,0
199,2,27.6,3.22,318,44,0,3.43,4.56,4,2.7,19,524.4,265.85,-221.85,258.55,11.25,5.38,0.06,3,1,0.39,3.11,11.25,0.73,16.28,2,292.679239,0
200,2,27.85,2.63,56,70,0,2.99,4.19,4,2.72,19,529.15,268.3,-198.3,260.85,9.42,5.09,-0.02,3,1,0.38,3.15,9.42,-0.2,16.46,2,269.5043022,0
201,2,28,2.57,52,364,0,5.11,1.36,5,2.23,19,532,269.77,94.23,262.23,17.47,1.52,-0.01,4,0.98,0.39,2.63,17.78,-0.2,28.63,4,224.6344408,0
202,2,28.18,9.06,59,124,0,5.44,1.28,5,2.19,19,535.42,271.54,-147.54,263.88,18.57,1.42,0,4,0.97,0.39,2.58,19.19,0.04,30.03,4,223.2717397,0
203,2,28.28,3.96,82,245,0,5.41,1.29,5,2.19,19,537.32,272.52,-27.52,264.8,18.39,1.44,0.01,4,0.97,0.39,2.59,18.95,0.15,29.77,4,223.9929946,0
204,2,28.32,3.34,87,404,0,5.28,1.31,5,2.2,19,538.08,272.91,131.09,265.17,17.87,1.46,0,4,0.98,0.39,2.61,18.3,0.08,29.27,4,223.8029684,0
205,2,28.34,3.24,73,264,0,4.98,1.35,5,2.23,19,538.46,273.11,-9.11,265.35,16.74,1.52,0,4,0.99,0.38,2.64,16.88,0.08,28.11,4,218.804806,0
206,2,28.48,2.56,57,654,0,2.86,2.19,4,2.55,19,541.12,274.48,379.52,266.64,8.71,2.7,0.05,3,1,0.38,3.02,8.71,0.42,20,2,215.5465825,0
207,2,28.53,2.79,41,181,0,2.64,2.27,4,2.59,19,542.07,274.97,-93.97,267.1,7.85,2.85,0.08,3,1,0.37,3.07,7.85,0.62,19.32,2,212.412352,0
208,2,28.59,2.18,44,184,0,2.34,2.16,4,2.62,19,543.21,275.56,-91.56,267.65,6.72,2.82,0.13,3,1,0.37,3.13,6.72,0.89,18.8,2,203.9644507,0
209,2,28.89,1.41,28,794,0,1.9,1.77,4,2.64,19,548.91,278.51,515.49,270.4,5,2.49,0.37,3,1,0.37,3.21,5,1.84,18.2,2,180.8235655,0
210,2,29,1.79,21,962,0,1.9,1.65,4,2.63,19,551,279.58,682.42,271.42,4.96,2.32,0.35,3,1,0.37,3.2,4.96,1.73,18.35,2,177.4756529,0
211,2,29.14,1.79,37,575,0,2.05,1.72,4,2.61,19,553.66,280.96,294.04,272.7,5.49,2.35,0.25,3,1,0.37,3.16,5.49,1.38,18.68,2,182.0567492,0
212,2,29.38,2.01,58,429,0,2.2,2,4,2.62,19,558.22,283.31,145.69,274.91,5.95,2.69,0.18,3,1,0.36,3.16,5.95,1.07,18.55,2,193.3816447,0
213,2,29.6,2.04,51,613,0,2.16,2.41,4,2.67,19,562.4,285.47,327.53,276.93,5.78,3.26,0.26,3,1,0.36,3.22,5.78,1.51,17.76,2,204.1612914,0
214,2,29.62,1.91,58,673,0,2.16,2.38,4,2.67,19,562.78,285.67,387.33,277.11,5.77,3.22,0.27,3,1,0.36,3.21,5.77,1.58,17.8,2,201.3304133,0
215,2,29.64,1.87,59,715,0,2.17,2.34,4,2.67,19,563.16,285.86,429.14,277.3,5.79,3.16,0.28,3,1,0.36,3.21,5.79,1.62,17.88,2,201.8535762,0
216,2,29.73,1.95,56,768,0,2.23,2.24,4,2.64,19,564.87,286.75,481.25,278.12,5.97,3,0.28,3,1,0.36,3.18,5.97,1.69,18.17,2,198.8420691,0
217,2,30.13,2.28,44,679,0,2.37,1.65,4,2.55,19,572.47,290.67,388.33,281.8,6.38,2.17,0.22,3,1,0.35,3.09,6.38,1.42,19.53,2,186.4846262,0
218,2,30.22,2.01,31,561,0,2.29,1.58,4,2.55,19,574.18,291.55,269.45,282.63,6.07,2.1,0.22,3,1,0.35,3.1,6.07,1.36,19.41,2,181.9361681,0
219,2,30.44,1.71,19,730,0,2.18,1.22,5,2.51,19,578.36,293.71,436.29,284.65,5.62,1.66,0.23,3,1,0.35,3.08,5.62,1.32,19.69,1,167.4286448,0
220,2,30.83,1.54,30,715,0,1.99,1.41,4,2.57,19,585.77,297.54,417.46,288.23,4.87,2,0.28,3,1,0.35,3.17,4.87,1.37,18.65,0,168.5288457,0
221,2,31.08,1.9,30,472,0,2.26,1.25,5,2.5,19,590.52,299.99,172.01,290.53,5.73,1.7,0.17,3,1,0.34,3.08,5.73,0.98,19.73,1,169.8804848,0
222,2,31.4,4.94,45,437,0,5.62,0.79,6,2.06,19,596.6,303.13,133.87,293.47,17.11,0.89,0.01,5,0.95,0.36,2.5,18.02,0.22,32.57,6,192.4613888,0
223,2,31.57,8.54,64,236,0,9.16,0.71,6,1.85,19,599.83,304.8,-68.8,295.03,29.03,0.76,-0.01,5,0.85,0.4,2.23,34.29,-0.38,46.11,6,221.5149995,0
224,2,32.1,11.72,103,263,0,12.09,0.85,6,1.81,19,609.9,310,-47,299.9,38.29,0.9,0,5,0.82,0.41,2.15,46.68,-0.14,50.62,7,252.2758399,0
225,2,32.36,11.4,107,271,0,12.14,0.89,6,1.82,19,614.84,312.55,-41.55,302.29,38.14,0.94,0,5,0.83,0.4,2.16,46.23,-0.07,49.55,7,253.6415774,0
226,2,32.38,11.39,106,272,0,12.05,0.88,6,1.82,19,615.22,312.74,-40.74,302.48,37.8,0.93,0,5,0.83,0.4,2.17,45.79,-0.07,49.52,7,255.0383605,0
227,2,32.45,11.39,105,272,0,11.73,0.89,6,1.83,19,616.55,313.43,-41.43,303.12,36.66,0.94,0,5,0.83,0.4,2.18,44.11,-0.06,48.52,7,251.1483438,0
228,2,32.55,11.4,102,271,0,11.52,0.89,6,1.84,19,618.45,314.41,-43.41,304.04,35.87,0.95,0,5,0.84,0.39,2.19,42.97,-0.05,47.88,7,249.4029238,0
229,2,32.63,10.72,101,306,0,10.88,0.95,6,1.87,19,619.97,315.2,-9.2,304.77,33.65,1.01,0,5,0.86,0.39,2.24,39.55,-0.01,45.09,7,249.6820901,0
230,2,32.68,10.04,106,290,0,9.99,1.11,6,1.94,19,620.92,315.69,-25.69,305.23,30.71,1.18,0,5,0.89,0.37,2.32,34.83,-0.01,40.36,7,251.1843811,0
231,2,32.71,9.46,108,299,0,8.77,1.29,6,2.03,19,621.49,315.98,-16.98,305.51,26.67,1.39,0,5,0.93,0.35,2.43,28.85,0.09,35.28,7,250.6899296,0
232,2,32.77,6.96,107,302,0,7.5,1.57,5,2.14,19,622.63,316.57,-14.57,306.06,22.48,1.72,0.01,4,0.98,0.33,2.56,23.01,0.24,30.16,4,249.4393633,0
233,2,32.92,4.83,99,869,0,4.83,3.14,4,2.48,19,625.48,318.04,550.96,307.44,13.68,3.61,0.02,3,1,0.33,2.93,13.68,0.28,19.85,3,269.8311587,0
234,2,32.94,4.53,105,617,0,4.46,3.4,4,2.53,19,625.86,318.24,298.76,307.62,12.45,3.96,0.02,3,1,0.33,2.99,12.45,0.29,18.82,2,271.2717311,0
235,2,32.96,3.92,137,365,0,4.09,3.69,4,2.58,19,626.24,318.43,46.57,307.81,11.27,4.36,0.03,3,1,0.32,3.05,11.27,0.3,17.86,2,271.6254522,0
236,2,33.23,1.67,84,421,0,1.82,6.48,3,3.01,19,631.37,321.08,99.92,310.29,3.83,9.92,0.11,2,1,0.32,3.64,3.83,0.42,12.81,2,255.2269941,0
237,2,33.66,1.4,23,891,0,1.61,1.52,4,2.67,19,639.54,325.3,565.7,314.24,3.07,2.53,0.54,3,1,0.32,3.4,3.07,1.67,16.81,2,159.5443051,0
238,2,33.7,1.44,22,845,0,1.6,1.46,4,2.66,19,640.3,325.69,519.31,314.61,3.06,2.44,0.58,3,1,0.32,3.39,3.06,1.76,16.86,2,157.1515233,0
239,2,33.84,1.3,20,887,0,1.6,1.37,4,2.65,19,642.96,327.07,559.93,315.89,3.02,2.29,0.62,3,1,0.32,3.38,3.02,1.86,16.92,2,153.6500594,0
240,2,33.85,1.29,20,866,0,1.6,1.36,4,2.64,19,643.15,327.16,538.84,315.99,3.03,2.27,0.62,3,1,0.32,3.38,3.03,1.88,16.94,2,154.0314829,0
241,2,34.17,6.03,302,1233,0,6.51,4.09,4,2.47,19,649.23,330.3,902.7,318.93,18.39,4.54,0.15,3,1,0.31,2.9,18.39,2.84,18.49,3,324.3126002,0
242,2,34.24,7.47,418,1135,0,7.1,5.26,9,2.53,19,650.56,330.99,804.01,319.57,20.18,5.79,0.15,3,1,0.31,2.94,20.18,3.01,16.15,3,365.778687,1
243,2,34.37,6.68,465,1481,0,6.34,7.24,9,2.67,19,653.03,332.26,1148.74,320.77,17.73,8.07,0.13,3,1,0.31,3.08,17.73,2.32,13.01,3,396.3319435,1
244,2,34.45,4.57,435,643,0,4.93,8.8,3,2.8,19,654.55,333.05,309.95,321.5,13.29,10.14,0.15,3,1,0.31,3.23,13.29,1.93,11.37,2,386.0746274,1
245,2,34.67,2.05,155,816,0,2.47,8.01,3,2.98,19,658.73,335.21,480.79,323.52,5.58,10.93,0.24,2,1,0.31,3.54,5.58,1.32,11.89,1,298.1969344,0
246,2,34.76,1.97,87,769,0,2.37,5.97,3,2.9,19,660.44,336.09,432.91,324.35,5.27,8.28,0.24,2,1,0.31,3.48,5.27,1.29,13.44,2,264.7801883,0
247,2,34.83,2.03,72,693,0,2.27,4.73,3,2.84,19,661.77,336.78,356.22,324.99,4.94,6.68,0.26,3,1,0.31,3.45,4.94,1.27,14.51,2,242.841405,0
248,2,35.09,1.56,57,755,0,1.89,3.11,4,2.79,19,666.71,339.33,415.67,327.38,3.74,4.8,0.34,3,1,0.31,3.47,3.74,1.26,15.62,2,202.1534823,0
249,2,35.62,0.99,20,572,0,5.57,0.91,5,2.09,19,676.78,344.53,227.47,332.25,14.73,1.03,0.04,4,1,0.3,2.61,14.73,0.53,29.03,4,190.1864559,0
250,2,35.7,7.25,65,445,0,7.63,0.87,6,1.97,19,678.3,345.31,99.69,332.99,20.87,0.96,0.01,5,0.95,0.32,2.44,22.25,0.17,35.34,6,208.9416581,0
251,2,35.75,10.05,85,141,0,8.85,0.87,6,1.92,19,679.25,345.8,-204.8,333.45,24.52,0.94,0,5,0.92,0.33,2.36,27.12,0.04,38.89,6,219.0255548,0
252,2,35.86,12.16,100,163,0,12.01,0.87,6,1.82,19,681.34,346.88,-183.88,334.46,33.87,0.92,-0.01,5,0.86,0.35,2.21,40.08,-0.25,46.78,7,242.7858155,0
253,2,35.92,14.07,121,208,0,13.29,0.88,6,1.78,19,682.48,347.47,-139.47,335.01,37.65,0.93,-0.01,5,0.84,0.36,2.17,45.48,-0.34,49.44,7,253.7422972,0
254,2,36.03,13.93,130,281,0,14.69,0.88,6,1.75,19,684.57,348.55,-67.55,336.02,41.67,0.92,-0.01,5,0.83,0.37,2.12,51.41,-0.35,52.31,7,261.1038215,0
255,2,36.46,12.9,107,199,0,14.21,0.82,6,1.74,19,692.74,352.77,-153.77,339.97,39.75,0.86,-0.01,5,0.83,0.36,2.12,49.02,-0.42,52.63,7,251.9460219,0
256,2,36.47,13.02,107,207,0,14.12,0.82,6,1.74,19,692.93,352.87,-145.87,340.06,39.48,0.86,-0.01,5,0.83,0.36,2.13,48.59,-0.4,52.37,7,253.4764987,0
257,2,36.51,13.4,108,244,0,13.83,0.84,6,1.76,19,693.69,353.26,-109.26,340.43,38.58,0.88,-0.01,5,0.84,0.36,2.14,47.11,-0.3,51.22,7,250.8201097,0
258,2,36.54,13.39,111,265,0,13.67,0.84,6,1.76,19,694.26,353.55,-88.55,340.71,38.07,0.89,-0.01,5,0.84,0.36,2.15,46.32,-0.23,50.67,7,250.8152497,0
259,2,36.55,13.37,111,268,0,13.7,0.84,6,1.76,19,694.45,353.65,-85.65,340.8,38.15,0.89,-0.01,5,0.84,0.36,2.15,46.45,-0.21,50.79,7,251.3430113,0
260,2,36.86,7.14,88,297,0,8.54,1.34,5,2.05,19,700.34,356.69,-59.69,343.65,22.81,1.46,0.01,5,0.98,0.3,2.52,23.34,0.28,32.02,0,239.664199,0
261,2,36.9,3.59,121,331,0,7.39,1.53,5,2.13,19,701.1,357.08,-26.08,344.02,19.43,1.69,0.02,4,1,0.29,2.62,19.43,0.48,28.62,4,237.0730165,0
262,2,36.94,2.43,129,609,0,4.99,2.11,5,2.36,19,701.86,357.48,251.52,344.38,12.44,2.46,0.07,4,1,0.29,2.87,12.44,0.92,22.31,4,232.8856938,0
263,2,37.01,1.9,71,1052,0,2.32,3.26,4,2.73,19,703.19,358.16,693.84,345.03,4.68,4.68,0.38,3,1,0.29,3.38,4.68,1.78,15.97,2,213.4085992,0
264,2,37.05,1.95,33,987,0,2.18,2.44,4,2.68,19,703.95,358.56,628.44,345.39,4.26,3.61,0.5,3,1,0.29,3.35,4.26,2.12,16.7,2,191.4629405,0
265,2,37.12,1.7,18,1136,0,2.08,1.22,5,2.52,19,705.28,359.24,776.76,346.04,3.98,1.85,0.57,3,1,0.29,3.23,3.98,2.26,18.08,1,156.2931086,0
266,2,37.29,1.63,12,1111,0,2.02,0.66,5,2.41,19,708.51,360.91,750.09,347.6,3.78,1.02,0.6,3,1,0.29,3.14,3.78,2.26,18.66,1,134.1672058,0
267,2,37.37,1.78,12,1054,0,2.07,0.72,5,2.41,19,710.03,361.69,692.31,348.34,3.91,1.1,0.56,3,1,0.29,3.14,3.91,2.17,18.72,1,137.6131998,0
268,2,37.4,1.77,13,1030,0,2.11,0.76,5,2.42,19,710.6,361.99,668.01,348.61,4,1.15,0.53,3,1,0.29,3.14,4,2.13,18.77,1,139.9821046,0
269,2,37.42,1.79,16,987,0,2.13,0.8,5,2.42,19,710.98,362.19,624.81,348.79,4.08,1.21,0.52,3,1,0.29,3.14,4.08,2.1,18.79,1,142.0766301,0
270,2,37.67,1.98,18,976,0,2.32,1.02,5,2.44,19,715.73,364.64,611.36,351.09,4.57,1.48,0.42,3,1,0.28,3.14,4.57,1.91,18.98,1,154.6908676,0
271,2,37.88,2.37,80,583,0,2.74,2.33,4,2.58,19,719.72,366.7,216.3,353.02,5.72,3.16,0.16,3,1,0.28,3.21,5.72,0.9,17.84,2,200.0205176,0
272,2,37.9,2.28,82,638,0,2.72,2.35,4,2.59,19,720.1,366.89,271.11,353.21,5.66,3.2,0.16,3,1,0.28,3.22,5.66,0.9,17.77,2,200.9739872,0
273,2,37.98,2.31,71,827,0,2.6,2.42,4,2.61,19,721.62,367.68,459.32,353.94,5.32,3.35,0.19,3,1,0.28,3.25,5.32,1.01,17.44,2,199.2788689,0
274,2,38.02,2.6,60,798,0,2.55,2.41,4,2.62,19,722.38,368.07,429.93,354.31,5.15,3.37,0.21,3,1,0.28,3.26,5.15,1.1,17.35,2,196.9622274,0
275,2,38.33,2.08,34,963,0,2.31,1.58,4,2.54,19,728.27,371.11,591.89,357.16,4.43,2.3,0.38,3,1,0.28,3.24,4.43,1.69,17.99,2,171.5261422,0
276,2,38.88,2.57,78,573,0,2.8,1.8,4,2.51,19,738.72,376.51,196.49,362.21,5.7,2.45,0.23,3,1,0.28,3.16,5.7,1.34,18.7,2,187.2551053,0
277,2,38.99,2.54,53,822,0,2.78,1.86,4,2.52,19,740.81,377.59,444.41,363.22,5.6,2.54,0.21,3,1,0.28,3.17,5.6,1.18,18.52,2,187.1408275,0
278,2,39.08,2.37,35,744,0,2.67,1.82,4,2.53,19,742.52,378.47,365.53,364.05,5.28,2.52,0.23,3,1,0.27,3.19,5.28,1.23,18.35,2,183.6550891,0
279,2,39.1,2.24,32,755,0,2.63,1.77,4,2.53,19,742.9,378.67,376.33,364.23,5.18,2.47,0.25,3,1,0.27,3.19,5.18,1.27,18.34,2,181.0401268,0
280,2,39.26,2.26,34,900,0,2.53,1.37,5,2.48,19,745.94,380.24,519.76,365.7,4.87,1.94,0.31,3,1,0.27,3.16,4.87,1.52,18.72,1,166.4080173,0
281,2,39.28,2.24,34,851,0,2.5,1.34,5,2.48,19,746.32,380.43,470.57,365.89,4.8,1.91,0.33,3,1,0.27,3.17,4.8,1.56,18.69,1,166.7087723,0
282,2,39.57,2.31,29,1062,0,2.21,1.15,5,2.49,19,751.83,383.28,678.72,368.55,3.97,1.74,0.49,3,1,0.27,3.22,3.97,1.94,18.16,1,154.035352,0
283,2,39.64,1.21,10,1105,0,2.14,1.11,5,2.49,19,753.16,383.96,721.04,369.2,3.75,1.71,0.52,3,1,0.27,3.24,3.75,1.96,18,1,151.3738916,0
284,2,39.72,2.27,33,1014,0,2.04,1.28,5,2.54,19,754.68,384.75,629.25,369.93,3.47,2.04,0.54,3,1,0.27,3.3,3.47,1.88,17.48,2,154.0900625,0
285,2,39.88,1.99,36,1062,0,2.21,1.47,4,2.54,19,757.72,386.32,675.68,371.4,3.9,2.24,0.47,3,1,0.27,3.28,3.9,1.82,17.65,2,163.9932529,0
286,2,40,1.67,28,1050,0,2.51,1.27,5,2.46,19,760,387.5,662.5,372.5,4.7,1.82,0.42,3,1,0.27,3.17,4.7,1.98,18.71,1,164.0971048,0
287,2,40.14,1.63,21,1171,0,2.86,2.7,4,2.61,19,762.66,388.87,782.13,373.79,5.62,3.68,0.3,3,1,0.27,3.25,5.62,1.68,17.22,2,207.6489608,0
288,2,40.35,2.43,268,589,0,3.22,3.68,4,2.66,19,766.65,390.93,198.07,375.72,6.53,4.83,0.18,3,1,0.27,3.27,6.53,1.2,16.28,2,238.3484935,0
