No,ID,Depth_m,qc_MPa,fs_kPa,u_kPa,Other,qt_MPa,Rf_p,SBT,Ic,gamma_kNm3,sv_kPa,u0_kPa,du_kPa,slv0_kPa,Qt1,Fr_p,Bq,SBTn,n,Cn,Icn,Qtn,U2,IB,MSBTn,KG,EST
7842,91,3.8,6.3,58.5,-2.5,0.05,7.6,0.87,6,1.97,18.59,70.1,0,-2.5,70.1,107.42,0.88,0,6,0.61,1.24,1.9,93.46,-0.03,67.97,7,302.7071273,0
7843,91,4.25,17.5,95.5,1.2,0.05,17.4,0.57,6,1.57,19.37,78.49,0,1.2,78.49,220.7,0.57,0,6,0.47,1.12,1.53,194.28,0.03,112.7,7,341.7626639,1
7844,91,4.65,15.5,174.5,1.4,0.04,14.9,1.05,6,1.8,19.84,86.3,0,1.4,86.3,171.66,1.06,0,6,0.57,1.09,1.77,161.1,0.01,71.03,7,412.2277723,1
7845,91,4.75,7.3,119.4,0.8,0.04,10.73,1.2,6,1.94,19.49,88.26,0,0.8,88.26,120.62,1.21,0,6,0.63,1.08,1.92,115.11,0.01,59.63,7,380.5577352,1
7846,91,5.1,17.9,103.1,3.1,0.04,16.5,0.62,6,1.62,19.39,95,0,3.1,95,172.69,0.63,0,6,0.51,1.03,1.61,168.4,0.03,101.52,7,340.1013053,1
7847,91,5.15,18,112.6,2,0.04,18.37,0.61,6,1.57,19.53,95.98,0,2,95.98,190.37,0.61,0,6,0.49,1.02,1.57,186.46,0.03,106.7,7,351.4919859,1
7848,91,5.4,20.6,134.7,2.6,0.04,20.77,0.69,6,1.57,19.86,100.92,0,2.6,100.92,204.78,0.69,0,6,0.5,1,1.57,205.72,0.03,101.37,7,384.7782855,1
7849,91,5.55,19.4,142.4,2.5,0.04,20.1,0.71,6,1.59,19.85,103.9,0,2.5,103.9,192.46,0.71,0,6,0.51,0.98,1.59,196.11,0.02,98.09,7,380.5478216,1
7850,91,6.1,15,72,2.5,0.04,15.3,0.5,6,1.58,19.02,114.55,0,2.5,114.55,132.57,0.5,0,6,0.52,0.93,1.61,141.5,0.02,107.47,7,292.7869845,0
7851,91,6.2,17.5,85.2,0.8,0.05,17.6,0.46,6,1.52,19.15,116.46,0,0.8,116.46,150.13,0.47,0,6,0.5,0.93,1.54,162.12,0.02,118.16,7,298.7584165,0
7852,91,6.3,17.3,80.4,4.5,0.04,17.13,0.49,6,1.54,19.17,118.38,0,4.5,118.38,143.74,0.49,0,6,0.51,0.92,1.57,156.21,0.03,113.1,7,302.1187377,0
7853,91,6.75,7.6,79.8,-16.2,0.05,8.4,0.96,6,1.96,18.85,126.91,0,-16.2,126.91,65.16,0.97,0,6,0.68,0.85,2.02,70.25,-0.13,58,7,288.4496559,0
7854,91,7.25,7.7,105.2,4.1,0.05,7.87,1.31,5,2.07,19.11,136.47,0,4.1,136.47,56.65,1.34,0,5,0.74,0.79,2.15,61.44,0.03,46.96,7,311.7977785,0
7855,91,8.45,0.8,29.6,49.9,0.05,1.04,3.56,3,3.03,17.16,158.21,4.41,45.49,153.79,5.75,4.2,0.05,3,1,0.65,3.28,5.75,0.28,16.73,2,198.1719083,0
7856,91,9.25,8.1,147.1,-0.4,0.06,8.27,1.78,5,2.14,19.54,173.27,12.26,-12.66,161,50.27,1.82,0,5,0.8,0.68,2.27,55.37,-0.07,38.25,7,343.2846437,1
7857,91,9.85,6.8,121.9,-4.6,0.11,6.8,1.7,5,2.19,19.19,184.74,18.15,-22.75,166.6,39.7,1.75,0,5,0.83,0.66,2.35,43.37,-0.14,36.55,7,310.6282612,0
7858,91,10.15,8,52.7,-35.9,0.13,6.23,0.98,5,2.07,18.42,190.33,21.09,-56.99,169.23,35.67,1.01,-0.01,5,0.79,0.66,2.23,39.93,-0.31,45.27,7,240.734333,0
7859,91,10.6,10.9,99.4,-20.1,0.14,11.36,0.93,6,1.85,19.28,198.88,25.51,-45.61,173.37,64.39,0.94,0,6,0.69,0.68,1.99,76.2,-0.27,60.72,7,301.888926,0
7860,91,11.05,2.6,57.2,-5.2,0.14,2.07,2.69,4,2.72,17.89,207.39,29.92,-35.12,177.47,10.47,2.99,-0.02,3,1,0.56,2.98,10.47,-0.2,20.21,2,221.4849781,0
7861,91,11.7,12.4,161.7,-37,0.14,12.16,1.35,6,1.94,19.82,219.83,36.3,-73.3,183.53,65.05,1.38,-0.01,5,0.74,0.64,2.09,76.27,-0.39,49.27,7,352.4868212,1
7862,91,11.85,5.6,171.4,-27.5,0.15,5.59,2.54,5,2.37,19.35,222.77,37.77,-65.27,185,29.04,2.64,-0.01,4,0.92,0.57,2.58,30.41,-0.36,26.88,5,321.1568642,0
7863,91,11.95,1.5,78.1,-21.9,0.14,1.74,4.28,3,2.9,18.16,224.62,38.75,-60.65,185.87,8.15,4.92,-0.01,3,1,0.54,3.19,8.15,-0.07,16.49,2,243.0848961,0
7864,91,13.25,1.1,34.9,18.4,0.16,1.1,3.3,3,2.99,17.16,248.64,51.5,-33.1,197.14,4.34,4.26,-0.04,3,1,0.51,3.38,4.34,-0.18,16.2,2,182.1413306,0
7865,91,14.25,11.4,167.1,-1.6,0.16,10.83,1.54,6,2.01,19.79,267.17,61.31,-62.91,205.86,51.33,1.58,-0.01,5,0.8,0.56,2.21,59.49,-0.31,42.34,7,340.0577643,1
7866,91,14.9,13.3,138.1,-40.9,0.16,13.59,0.98,6,1.81,19.62,279.91,67.69,-108.59,212.23,62.72,1,-0.01,6,0.72,0.58,2,77.59,-0.51,59.23,7,315.3749838,0
7867,91,15.35,1.6,20.4,403.8,0.16,1.7,1.38,4,2.63,16.82,288.44,72.1,331.7,216.34,6.52,1.66,0.18,3,1,0.46,3.02,6.52,1.19,20.43,1,153.5626551,0
7868,91,15.8,9.1,106.5,8.5,0.17,9.07,1.22,6,2,19.24,296.39,76.52,-68.02,219.88,39.9,1.26,-0.01,5,0.81,0.53,2.24,46.27,-0.3,43.92,7,284.4157331,0
7869,91,15.85,10.3,128.9,8.6,0.17,10.17,1.24,6,1.97,19.44,297.37,77.01,-68.41,220.36,44.79,1.27,-0.01,5,0.8,0.53,2.19,52.61,-0.32,45.69,7,297.0102322,0
7870,91,15.95,11.5,143.2,11.6,0.17,11.77,1.25,6,1.93,19.67,299.33,77.99,-66.39,221.34,51.81,1.28,-0.01,5,0.78,0.54,2.14,61.9,-0.32,48.16,7,318.6737353,0
7871,91,16.25,10.6,104.6,27.8,0.16,10.41,1.03,6,1.91,19.26,305.19,80.93,-53.13,224.26,45.04,1.06,-0.01,5,0.78,0.53,2.14,53.91,-0.24,50.22,7,281.3080796,0
7872,91,16.45,3.6,94.9,-27.1,0.15,3.86,2.58,4,2.5,18.8,309.03,82.89,-109.99,226.14,15.72,2.8,-0.03,4,1,0.44,2.82,15.72,-0.44,22.54,4,257.7930352,0
7873,91,16.95,16.2,152.5,38.8,0.16,15.11,1.01,6,1.78,19.81,317.97,87.8,-49,230.17,64.28,1.03,0,6,0.72,0.55,1.99,80.94,-0.09,59.28,7,324.549392,0
7874,91,17.15,22.8,291.4,29,0.16,22.27,1.28,6,1.74,20.68,322.06,89.76,-60.76,232.3,94.49,1.29,0,6,0.7,0.56,1.92,121.85,-0.26,57.9,7,421.399105,1
7875,91,17.3,19.9,280.4,42.8,0.16,20.01,1.39,6,1.8,20.61,325.16,91.23,-48.43,233.92,84.14,1.42,0,6,0.73,0.54,1.99,106.2,-0.23,52.69,7,413.9475377,1
7876,91,17.85,12.7,200.1,0.3,0.14,13.03,1.54,6,1.96,20.07,336.27,96.63,-96.33,239.64,52.99,1.58,-0.01,5,0.81,0.49,2.19,62.81,-0.39,43.05,7,350.221571,1
7877,91,19.65,23.5,325.8,56.7,0.12,23.91,1.43,6,1.76,20.92,373.91,114.29,-57.59,259.62,90.66,1.45,0,6,0.73,0.5,1.97,117.33,-0.22,53,7,441.4610659,1
7878,91,20.45,35.1,204.3,32.2,0.11,33.07,0.59,6,1.38,20.4,390.44,122.13,-89.93,268.31,121.81,0.6,0,6,0.58,0.56,1.57,184.14,-0.33,107.37,7,363.7183363,1
7879,91,20.55,32.5,189,45,0.11,34.81,0.6,6,1.37,20.5,392.49,123.12,-78.12,269.37,127.76,0.61,0,6,0.58,0.56,1.55,194.39,-0.29,108.37,7,371.1361217,1
7880,91,20.85,38.8,382.9,67.8,0.09,37.48,0.98,6,1.51,21.17,398.77,126.06,-58.26,272.71,135.97,0.99,0,6,0.63,0.53,1.69,196.93,-0.21,78.29,7,462.0922587,1
7881,91,21.95,41.6,300.4,32.2,0.08,41.57,0.71,6,1.37,20.96,421.36,136.85,-104.65,284.51,144.64,0.72,0,6,0.59,0.54,1.56,223.11,-0.37,101.07,7,426.1421373,1
7882,91,22.4,32.9,225.7,76.6,0.07,34.18,0.67,6,1.41,20.59,430.63,141.26,-64.66,289.36,116.64,0.68,0,6,0.61,0.52,1.61,176.59,-0.22,98.53,7,374.2440039,1
7883,91,23.25,33.1,9.1,100.7,0.11,35.09,0.19,7,1.06,19.18,448.09,149.6,-48.9,298.49,116.05,0.19,0,7,0.48,0.59,1.26,204.66,-0.17,196.2,7,249.9753899,0
7884,91,23.4,17.5,162.4,84.7,0.11,21.39,0.76,6,1.59,20.02,451,151.07,-66.37,299.93,69.8,0.78,0,6,0.71,0.46,1.86,96.19,-0.2,73.29,7,316.6543373,0
7885,91,23.6,36.8,198,100.5,0.17,37.72,0.54,7,1.31,20.5,455.1,153.04,-52.54,302.06,123.37,0.55,0,6,0.58,0.53,1.52,196.06,-0.17,115.93,7,359.5998767,1
7886,91,24.1,37.3,164.7,101.8,0.23,37.85,0.44,7,1.24,20.26,465.3,157.94,-56.14,307.36,121.64,0.44,0,6,0.56,0.53,1.46,199.35,-0.19,132.02,7,333.5228132,1
7887,91,24.15,38.5,166.8,103.4,0.23,37.29,0.45,7,1.26,20.28,466.31,158.43,-55.03,307.88,119.59,0.46,0,6,0.57,0.53,1.47,194.71,-0.18,128.49,7,332.1873328,1
7888,91,24.25,32.4,182.4,100.2,0.23,32.69,0.54,6,1.35,20.27,468.34,159.41,-59.21,308.93,104.29,0.55,0,6,0.61,0.5,1.58,162.19,-0.19,108.58,7,332.7711966,1
7889,91,24.5,36.2,191.4,108.7,0.47,31.42,0.64,6,1.42,20.4,473.33,161.87,-53.17,311.46,99.36,0.65,0,6,0.64,0.49,1.65,150.12,-0.19,95.92,7,345.3289662,1
7890,91,24.65,34.8,220.3,111.7,0.48,35.46,0.66,6,1.39,20.63,476.43,163.34,-51.64,313.1,111.72,0.67,0,6,0.62,0.49,1.62,171.57,-0.16,98.3,7,371.6243527,1
7891,91,24.7,31.3,195.9,109.2,0.48,33.32,0.62,6,1.39,20.46,477.46,163.83,-54.63,313.63,104.72,0.62,0,6,0.63,0.49,1.62,160.66,-0.17,100.22,7,350.8410286,1
7892,91,25.95,3.5,131.3,122.7,1.32,4.19,2.08,5,2.41,18.67,502.72,176.09,-53.39,326.63,11.29,2.36,-0.01,3,1,0.31,2.89,11.29,-0.16,22.03,2,218.2421838,0
7893,91,26.6,37.7,181.1,119.9,1.45,36.09,0.52,7,1.31,20.38,515.93,182.47,-62.57,333.47,106.68,0.53,0,6,0.61,0.48,1.55,170.53,-0.19,113.11,7,334.448073,1
7894,91,26.75,35.8,186.1,128.9,1.74,36.46,0.49,7,1.29,20.34,518.99,183.94,-55.04,335.05,107.27,0.5,0,6,0.6,0.48,1.54,173.08,-0.17,117.05,7,333.2806026,1
7895,91,26.85,30.6,137.9,132.2,1.76,31.33,0.47,7,1.32,20.05,521,184.92,-52.72,336.08,91.66,0.48,0,6,0.62,0.47,1.59,144.46,-0.17,111.27,7,305.6321307,0
7896,91,27.85,37.4,261.4,136.6,2.76,39.03,0.64,6,1.36,20.75,541.59,194.73,-58.13,346.86,110.96,0.65,0,6,0.64,0.45,1.61,174.33,-0.17,100.25,7,373.5262459,1
7897,91,27.9,34.8,216.7,137.4,2.76,36.46,0.62,6,1.36,20.6,542.62,195.22,-57.82,347.4,103.39,0.63,0,6,0.64,0.45,1.62,161.26,-0.17,99.88,7,354.2306502,1
7898,92,1.05,3.4,48.3,-1.7,0.04,3.57,1.21,5,2.32,17.81,18.35,0,-1.7,18.35,193.31,1.22,0,6,0.61,2.81,1.97,99.68,-0.14,57.37,7,332.5782668,1
7899,92,1.25,0.8,22.6,27.1,0.04,1.14,2.06,4,2.87,16.67,21.72,0,27.1,21.72,51.29,2.1,0.01,5,0.79,3.35,2.45,37.28,0.61,31.86,5,273.411295,0
7900,92,1.4,1.8,31.4,-3.4,0.05,2,1.6,4,2.6,17.24,24.29,0,-3.4,24.29,81.31,1.62,0,5,0.72,2.76,2.25,54.6,-0.17,40.72,7,292.2171278,0
7901,92,1.45,2.2,34.1,-5.6,0.05,2.67,1.28,5,2.44,17.42,25.16,0,-5.6,25.16,104.93,1.29,0,5,0.67,2.52,2.12,66.51,-0.26,49.15,7,290.3937639,0
7902,92,1.55,5.6,42.7,-5.5,0.04,5.37,0.8,5,2.08,17.96,26.94,0,-5.5,26.94,198.14,0.81,0,6,0.56,2.07,1.82,110.72,-0.24,75.77,7,300.0888191,0
7903,92,2.15,4.8,45.3,-2.8,0.05,4.57,0.95,5,2.18,17.91,37.64,0,-2.8,37.64,120.31,0.96,0,6,0.62,1.83,1.96,82.68,-0.09,62.03,7,287.0250896,0
7904,92,2.7,7.4,63.6,-1.2,0.05,7.07,0.84,6,1.99,18.44,47.58,0,-1.2,47.58,147.53,0.85,0,6,0.57,1.53,1.84,107.56,-0.05,72.89,7,309.2238166,0
7905,92,2.9,5.4,48.3,-2.1,0.05,5.2,0.82,5,2.09,17.93,51.2,0,-2.1,51.2,100.56,0.82,0,6,0.62,1.51,1.95,77.78,-0.06,65.48,7,271.0223883,0
7906,92,2.95,5,33.3,-4.1,0.04,5,0.8,5,2.1,17.84,52.09,0,-4.1,52.09,94.98,0.8,0,6,0.62,1.5,1.96,74.18,-0.05,64.92,7,263.5626685,0
7907,92,4.15,5.8,45.3,0.9,0.05,5.87,0.76,6,2.03,18.04,72.97,0,0.9,72.97,79.4,0.77,0,6,0.63,1.22,1.96,70.76,0.01,64.78,7,257.2475964,0
7908,92,4.9,2.2,44.5,-15.7,0.05,1.76,2.44,4,2.75,17.53,86.13,0,-15.7,86.13,19.48,2.56,-0.01,4,0.93,1.15,2.73,19.28,-0.16,24.52,5,249.9689768,0
7909,92,6.2,7.6,47.6,4.8,2.93,7.7,0.64,6,1.89,18.25,110.48,0,4.8,110.48,68.69,0.65,0,6,0.64,0.94,1.92,71.23,-0.01,70.03,7,248.6188203,0
7910,92,6.8,16.1,110.2,-4.1,3.08,15.97,0.69,6,1.66,19.47,122.07,0,-4.1,122.07,129.8,0.7,0,6,0.56,0.89,1.69,141.79,-0.01,89.72,7,332.1804566,1
7911,92,6.85,15.5,108.4,0.2,3.09,15.47,0.69,6,1.67,19.41,123.04,0,0.2,123.04,124.7,0.69,0,6,0.56,0.89,1.7,136.58,-0.02,89.02,7,326.0917346,0
7912,92,7.15,13.8,74.8,6.3,3.35,14.5,0.51,6,1.61,18.97,128.78,0,6.3,128.78,111.6,0.52,0,6,0.55,0.87,1.66,125.14,0.02,100.18,7,283.7189658,0
7913,92,7.4,9.2,67.4,3.9,3.37,9.03,0.74,6,1.87,18.67,133.52,0,3.9,133.52,66.66,0.75,0,6,0.66,0.83,1.94,73.61,0.03,66.63,7,267.3750357,0
7914,92,8,12.9,86.2,2.6,3.42,13.07,0.66,6,1.71,19.09,144.42,0,2.6,144.42,89.48,0.66,0,6,0.6,0.8,1.79,103.51,0.03,81.9,7,291.9554483,0
7915,92,8.25,14.4,71,1.1,3.65,10.6,0.69,6,1.8,18.83,149.08,2.45,-1.35,146.63,71.27,0.7,0,6,0.64,0.78,1.89,81.74,-0.01,72.17,7,273.8105763,0
7916,92,8.45,19.8,135.3,0.2,3.58,19.8,0.68,6,1.58,19.76,153,4.41,-4.21,148.59,132.23,0.68,0,6,0.55,0.8,1.65,157.8,-0.03,94.6,7,347.2490879,1
7917,92,8.75,22.1,145.1,-0.5,3.67,20.73,0.68,6,1.57,19.85,158.92,7.36,-7.86,151.57,135.74,0.69,0,6,0.55,0.8,1.64,163.59,-0.05,95.2,7,353.8767253,1
7918,92,8.9,17.8,132.6,-0.6,3.68,18.53,0.69,6,1.61,19.69,161.89,8.83,-9.43,153.06,120.03,0.7,0,6,0.57,0.78,1.69,144.15,-0.05,90.4,7,340.1187901,1
7919,92,9.2,14.1,73,-1.5,3.6,13.53,0.58,6,1.66,19,167.7,11.77,-13.27,155.92,85.72,0.58,0,6,0.6,0.77,1.76,102.43,-0.08,86.72,7,277.5542647,0
7920,92,9.5,14.7,92.3,2.2,3.54,14.4,0.61,6,1.66,19.16,173.46,14.71,-12.51,158.74,89.62,0.62,0,6,0.6,0.76,1.76,107.86,-0.08,86.1,7,290.9475745,0
7921,92,9.75,4.9,67,4.7,3.66,6.23,1.08,5,2.1,18.53,178.15,17.17,-12.47,160.98,37.62,1.11,0,5,0.78,0.69,2.24,41.68,-0.08,44.44,7,253.2766343,0
7922,92,10.35,13.7,79.3,8.4,3.98,13.77,0.58,6,1.66,19.03,189.28,23.05,-14.65,166.23,81.69,0.59,0,6,0.61,0.73,1.77,99.68,-0.09,85.45,7,275.8472982,0
7923,92,10.5,15.8,92.8,12,3.98,16.27,0.56,6,1.59,19.25,192.15,24.52,-12.52,167.63,95.91,0.57,0,6,0.58,0.74,1.7,119.02,-0.07,93.74,7,291.6887085,0
7924,92,10.7,16.5,108,13.7,4,16.74,0.63,6,1.61,19.42,196.04,26.49,-12.79,169.55,97.55,0.63,0,6,0.59,0.73,1.72,121.04,-0.07,89.3,7,305.646788,0
7925,92,11.6,3.4,54.8,248.7,3.99,5.37,1.01,5,2.13,18.23,211.98,35.32,213.38,176.66,29.22,1.05,0.03,5,0.82,0.63,2.32,32.32,0.95,40.68,6,227.8579087,0
7926,92,11.7,16.6,99.4,3,4.06,16.33,0.6,6,1.61,19.34,213.88,36.3,-33.3,177.59,90.78,0.61,0,6,0.6,0.71,1.73,114.24,-0.16,88.79,7,295.1848335,0
7927,92,12.55,15.1,120.7,6,3.91,15.67,0.76,6,1.69,19.55,230.61,44.64,-38.64,185.98,83.01,0.78,0,6,0.64,0.67,1.83,103.78,-0.21,75.63,7,315.1417453,0
7928,92,13.9,22.4,189.2,6.9,4.77,22.47,0.84,6,1.6,20.21,257.55,57.88,-50.98,199.67,111.23,0.85,0,6,0.61,0.65,1.74,145.32,-0.26,80.24,7,374.1831957,1
7929,92,14.1,23.4,199.4,5.5,4.77,23.97,0.84,6,1.59,20.31,261.61,59.84,-54.34,201.77,117.49,0.85,0,6,0.61,0.65,1.72,154.85,-0.26,81.71,7,384.5185137,1
7930,92,14.35,20.2,119.5,6,4.98,19.87,0.61,6,1.55,19.64,266.63,62.29,-56.29,204.33,95.93,0.61,0,6,0.6,0.65,1.7,127.81,-0.28,92.85,7,313.9344917,0
7931,92,14.45,9.8,92,8.1,5.07,15.03,0.62,6,1.64,19.23,268.55,63.27,-55.17,205.28,71.93,0.63,0,6,0.64,0.63,1.81,92.93,-0.27,80.29,7,278.2083506,0
7932,92,15.25,21,182.5,7.4,5.52,21,0.85,6,1.63,20.12,284.42,71.12,-63.72,213.3,97.13,0.86,0,6,0.64,0.62,1.79,127.81,-0.3,76.61,7,360.4338135,1
7933,92,16.2,8,145.1,3.3,5.9,9.2,1.54,5,2.07,19.54,302.74,80.44,-77.14,222.3,40.03,1.6,-0.01,5,0.84,0.51,2.3,45.52,-0.35,38.92,7,307.8578087,0
7934,92,16.45,20.6,93.7,7,5.85,19.23,0.61,6,1.56,19.59,307.61,82.89,-75.89,224.72,84.22,0.61,0,6,0.62,0.6,1.74,114.19,-0.34,88.56,7,302.711845,0
7935,92,16.6,5.5,141.8,6.4,5.86,8.1,1.42,5,2.08,19.24,310.52,84.37,-77.97,226.15,34.45,1.47,-0.01,5,0.85,0.5,2.34,38.81,-0.35,38.4,7,282.9350323,0
7936,92,17.2,16.3,206.3,15,6,16.77,1.15,6,1.79,20.12,322.21,90.25,-75.25,231.96,70.91,1.17,0,6,0.72,0.54,1.99,89.38,-0.32,56.98,7,355.0848666,1
7937,92,17.25,16.1,191,17.1,6.02,17.57,1.18,6,1.78,20.22,323.22,90.74,-73.64,232.48,74.19,1.2,0,6,0.72,0.54,1.98,93.78,-0.32,56.8,7,365.2899693,1
7938,92,17.3,20.3,224.5,18.3,6.03,18.8,1.35,6,1.81,20.49,324.25,91.23,-72.93,233.01,79.3,1.38,0,6,0.73,0.54,2,99.65,-0.32,52.89,7,397.350588,1
7939,92,19.05,14.8,154.1,44,7.22,14.84,1.04,6,1.8,19.82,359.5,108.4,-64.4,251.1,57.68,1.06,0,6,0.75,0.5,2.04,72.5,-0.26,56.11,7,318.5158726,0
7940,92,19.3,15.7,229.7,47.3,7.23,13.94,1.53,6,1.94,20.17,364.5,110.85,-63.55,253.65,53.53,1.58,0,5,0.81,0.47,2.19,63.88,-0.25,43.29,7,356.4540087,1
7941,92,19.35,8.9,232.5,47.3,7.24,9.54,2.14,5,2.15,19.97,365.5,111.34,-64.04,254.16,36.11,2.23,-0.01,5,0.91,0.43,2.44,39.29,-0.25,31.3,5,336.4058278,1
7942,92,19.4,4,150.7,47.4,7.37,5.08,2.98,4,2.45,19.39,366.47,111.83,-64.43,254.64,18.5,3.22,-0.01,4,1,0.39,2.8,18.5,-0.25,22.01,3,292.9075254,0
7943,92,19.9,13.8,103.8,43.8,7.79,13.91,0.74,6,1.72,19.33,375.93,116.74,-72.94,259.19,52.22,0.76,-0.01,6,0.73,0.5,1.98,67.33,-0.27,63.85,7,272.3718616,0
7944,92,20.15,6.2,164.2,58.2,7.9,8.24,2.02,5,2.18,19.68,380.85,119.19,-60.99,261.66,30.05,2.11,-0.01,4,0.93,0.41,2.5,32.02,-0.23,30.51,5,306.8068234,0
7945,92,20.65,9.2,90.5,62.1,8.18,10.08,0.89,6,1.88,19.04,390.38,124.1,-62,266.28,36.38,0.92,-0.01,5,0.81,0.45,2.18,43.64,-0.24,48.62,7,249.663138,0
7946,92,21.5,9.3,47.3,63.2,9.01,9.35,0.52,6,1.77,18.31,406.37,132.44,-69.24,273.93,32.64,0.54,-0.01,5,0.78,0.45,2.09,40.55,-0.25,54.97,6,202.7474555,0
7947,92,21.55,8.1,54.6,66.6,9.01,8.81,0.56,6,1.81,18.31,407.28,132.93,-66.33,274.36,30.64,0.59,-0.01,5,0.8,0.44,2.14,37.39,-0.24,51.55,6,203.2492106,0
7948,92,22.8,13.1,69.2,83.4,9.7,13.38,0.52,6,1.64,18.86,430.27,145.19,-61.79,285.08,45.44,0.54,0,6,0.73,0.46,1.94,60.14,-0.22,68.53,7,232.1069691,0
7949,92,23.1,15.4,66.6,84.9,9.73,15.48,0.45,6,1.56,18.92,435.96,148.13,-63.23,287.83,52.28,0.46,0,6,0.7,0.48,1.84,72.11,-0.22,79.33,7,235.0670072,0
7950,92,23.25,11.4,53.4,87.9,9.77,11.32,0.53,6,1.71,18.63,438.76,149.6,-61.7,289.15,37.62,0.55,-0.01,6,0.77,0.44,2.03,48.09,-0.21,60.16,6,217.2840572,0
7951,92,23.65,4.1,98.4,29.9,10,4.01,2.51,4,2.48,18.82,446.4,153.53,-123.63,292.87,12.15,2.82,-0.03,3,1,0.34,2.91,12.15,-0.42,21.24,2,238.4107049,0
7952,93,0.2,3.08,181.2,-66.4,3.07,3.11,5.83,3,2.81,19.41,3.78,0,-66.4,3.78,823.47,5.84,-0.02,9,0.7,9.83,2.22,305.71,-15.72,17.03,3,1152.873598,1
7953,93,0.23,2.84,175.8,-73.8,2.82,2.96,5.99,3,2.83,19.36,4.26,0,-73.8,4.26,694.05,6,-0.02,9,0.71,9.37,2.25,277.12,-16.88,16.58,3,1109.635085,1
7954,93,0.33,2.2,135.7,-66.5,2.19,2.25,6.2,3,2.93,18.98,6.18,0,-66.5,6.18,362.57,6.22,-0.03,9,0.75,8.06,2.35,180.61,-10.89,15.98,3,895.625555,1
7955,93,0.45,1.44,68.2,-57.3,1.43,1.41,5.01,3,3.02,18.02,8.48,0,-57.3,8.48,165.17,5.05,-0.04,9,0.78,6.88,2.43,96.27,-6.81,19.12,3,587.0119465,1
7956,93,0.9,0.76,24.3,-31.3,0.75,0.76,3.28,3,3.12,16.58,16.21,0,-31.3,16.21,45.81,3.35,-0.03,4,0.85,4.67,2.6,34.7,-1.47,24,5,311.6058172,0
7957,93,0.97,0.79,40.5,-5.5,0.79,0.81,5.6,3,3.24,17.29,17.48,0,-5.5,17.48,45.29,5.73,-0.01,3,0.9,4.81,2.74,38.04,-0.32,16.69,3,415.6705908,1
7958,93,1.15,3.03,177,-9.1,3.03,3.03,5.86,3,2.82,19.37,20.78,0,-9.1,20.78,144.71,5.9,0,9,0.8,3.5,2.46,105.27,-0.45,16.67,3,700.8611908,1
7959,93,1.55,4.18,188.1,0.6,4.18,4.09,4.57,4,2.65,19.54,28.52,0,0.6,28.52,142.33,4.61,0,9,0.77,2.62,2.37,106.36,0.12,20.78,3,635.7439416,1
7960,93,1.6,3.5,182.7,-0.5,3.5,3.53,5.24,3,2.73,19.48,29.49,0,-0.5,29.49,118.8,5.28,0,9,0.8,2.66,2.46,93.04,-0.05,18.35,3,642.4881961,1
7961,93,2.02,5.56,130,0.9,5.56,5.5,2.42,5,2.36,19.27,37.7,0,0.9,37.7,144.98,2.44,0,5,0.69,1.96,2.16,107.19,0.02,35.39,7,483.3607059,1
7962,93,2.25,5.32,151.6,-0.8,5.32,5.21,2.87,5,2.43,19.38,42.06,0,-0.8,42.06,122.87,2.89,0,5,0.73,1.87,2.24,96.84,0,30.51,5,498.5041551,1
7963,93,2.35,4.34,158.4,-5.6,4.34,4.36,3.61,4,2.56,19.37,44,0,-5.6,44,98.06,3.64,0,4,0.77,1.89,2.37,81.44,-0.15,24.94,5,515.8600178,1
7964,93,3.1,2.57,156.4,-0.9,2.57,2.58,6.09,3,2.88,19.17,58.44,0,-0.9,58.44,43.21,6.23,0,3,0.92,1.64,2.74,41.44,0,15.68,3,491.4290746,1
7965,93,3.58,2.18,135.6,-11,2.18,2.22,6.08,3,2.92,18.93,67.5,0,-11,67.5,31.86,6.27,0,3,0.96,1.46,2.82,31.35,-0.13,15.52,3,435.6148709,1
7966,93,4.03,3.54,151.9,-8.2,3.54,3.49,4.4,4,2.69,19.26,76.04,0,-8.2,76.04,44.83,4.5,0,4,0.89,1.27,2.62,43.46,-0.09,20.14,3,439.5390838,1
7967,93,4.3,2.79,134.8,-31.9,2.78,2.83,4.73,3,2.77,19.02,81.31,0,-31.9,81.31,33.77,4.87,-0.01,3,0.93,1.21,2.73,33.28,-0.39,18.64,3,408.4340352,1
7968,93,4.63,2.94,163.8,-40.3,2.93,2.95,5.54,3,2.81,19.26,87.53,0,-40.3,87.53,32.65,5.71,-0.01,3,0.95,1.14,2.78,32.45,-0.44,16.63,3,432.3557438,1
7969,93,4.92,2.53,157.6,-45.9,2.52,2.55,6.17,3,2.88,19.17,93.3,0,-45.9,93.3,26.34,6.41,-0.02,3,0.99,1.07,2.88,26.33,-0.5,15.22,3,417.5747036,1
7970,93,5.2,2.31,156.6,-54.6,2.3,2.32,6.76,3,2.94,19.12,98.56,0,-54.6,98.56,22.5,7.06,-0.02,3,1,1.01,2.96,22.5,-0.55,14.2,3,409.636551,1
7971,93,5.38,2.91,152.5,-72.3,2.89,2.92,5.23,3,2.79,19.18,101.91,0,-72.3,101.91,27.68,5.41,-0.03,3,0.97,0.98,2.82,27.69,-0.7,17.14,3,402.1283982,1
